0.6445
0.7436
0.7698
0.7987
0.8045
0.8136
0.8162
0.8196
0.8212
0.8233
0.8236
0.8247
0.8253
0.8257
0.8262
0.8262
0.8265
0.8266
0.8268
0.8268
